Zusammenfassung
Ort;Ohne Baufreigabe;Noch zu bauen;Noch zu montieren;In Betrieb zu nehmen
Sundern;384;0;8;39

Datensätze (Ortsfilter)
CS-ID;Projektkenner;PLZ;Ort;Ortsteil;Straße;Hausnummer;Zusatz;Baufreigabe;HA-Status;Betriebsstatus;HA gebaut am (CL);ONT gebaut am / Montage (AC);Verfügbar ab (AT);Wohneinheiten;Home-IDs;ONT-Seriennummern;Tiefbau;Montagefirma;NVT-Nr;NVT-Nr (gebaut);Rohrfarbe;Strangfarbe;NE4;wohneinheiten_anzahl_montage;ont_typ_we_1;rasternummer_ha_kasette;apl_kabeltyp;kabellaenge_ha_nvt;splitternummer_mux_we_1;barcode_ont_we_1;home_id_ont_we_1;splitternummer_mux_we_2;barcode_ont_we_2;home_id_ont_we_2;splitternummer_mux_we_3;barcode_ont_we_3;home_id_ont_we_3;splitternummer_mux_we_4;barcode_ont_we_4;home_id_ont_we_4;splitternummer_mux_we_5;barcode_ont_we_5;home_id_ont_we_5;splitternummer_mux_we_6;barcode_ont_we_6;home_id_ont_we_6;splitternummer_mux_we_7;barcode_ont_we_7;home_id_ont_we_7;splitternummer_mux_we_8;barcode_ont_we_8;home_id_ont_we_8;splitternummer_mux_we_9;barcode_ont_we_9;home_id_ont_we_9;splitternummer_mux_we_10;barcode_ont_we_10;home_id_ont_we_10;splitternummer_mux_we_11;barcode_ont_we_11;home_id_ont_we_11;splitternummer_mux_we_12;barcode_ont_we_12;home_id_ont_we_12;ONT Datum;APL Datum;ha_gebaut;bemerkungsfeld_des_ont;Offene Stufe
HA213849;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;69;;JA;HA betriebsbereit;homesConnected;07.03.2023;13.08.2024;18.12.2024;1;W0055DYF;ALCLB2962549;Albatrosbau;Albatrosbau;866;NVt-866;grau;rot;;1;Alcatel G-010G-A ONT;8;1x12;104;13/14;ALCLB2962549;W0055DYF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.08.2024;13.08.2024;07.03.2023;;Betriebsbereit
HA213412;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;39;;JA;HA betriebsbereit;homesConnected;13.07.2025;22.01.2026;08.03.2026;1;W00MZKR0;ALCLFD841711;Albatrosbau;Albatrosbau;872;872;grau (6);rot;;1;Nokia G-010G-R ONT;3;1x12;181;1;ALCLFD841711;W00MZKR0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.01.2026;22.01.2026;13.07.2025;;Betriebsbereit
HA214043;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;58;;JA;HA betriebsbereit;homesConnected;07.05.2023;25.02.2026;09.03.2026;2;W00551RK | W00551TN;ALCLB29624D3 | ALCLB2962445;Albatrosbau;Albatrosbau;865;865;schwarz (10);blau;;2;Alcatel G-010G-A ONT;37;1x12;425;2;ALCLB29624D3;W00551RK;2;ALCLB2962445;W00551TN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2026;25.02.2026;07.05.2023;;Betriebsbereit
HA213627;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;23;a;NEIN;Keine Baufreigabe;homesPassed;;;30.06.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213658;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;29;;JA;HA betriebsbereit;homesConnected;20.02.2024;25.11.2025;28.01.2026;1;W00R64Z0;ALCLFDEE506D;Albatrosbau;Albatrosbau;863;863;braun (7);gelb;;1;Nokia G-010G-R ONT;20;1x12;250;1;ALCLFDEE506D;W00R64Z0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.11.2025;25.11.2025;20.02.2024;;Betriebsbereit
HA213902;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;27;;JA;HA betriebsbereit;homesConnected;22.09.2024;07.11.2025;08.03.2026;1;W00LWHWY;ALCLFD841015;Albatrosbau;Albatrosbau;861;861;orange (11);blau;;1;Nokia G-010G-R ONT;39;1x12;150;2;ALCLFD841015;W00LWHWY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.11.2025;07.11.2025;22.09.2024;;Betriebsbereit
HA1393067;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;72;;JA;HA betriebsbereit;homesConnected;29.07.2024;29.07.2024;23.12.2024;2;;ALCLB2962455 | ALCLB296246C;Albatrosbau;Albatrosbau;866;866;braun_strich (19);rot;;2;Alcatel G-010G-A ONT;72;1x12;206;7;ALCLB2962455;;7;ALCLB296246C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.07.2024;29.07.2024;29.07.2024;;Betriebsbereit
HA213415;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Amselweg;3;;JA;HA gebaut;homesPreparedTemp;29.04.2024;05.12.2024;15.11.2025;1;W0055G6D;;Albatrosbau;Albatrosbau;870;870;blau (3);blau;;1;Nokia G-010G-Q ONT;27;1x12;244;;;W0055G6D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.12.2024;05.12.2024;29.04.2024;;Gebaut, wartet auf Montage
HA337279;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sorpestraße;81;;JA;HA betriebsbereit;homesConnected;08.04.2024;29.08.2024;08.03.2026;1;W007L4ZP;ALCLFC8DE251;Albatrosbau;Albatrosbau;890.1;890.1;rot (1);rot;;1;Nokia G-010G-Q ONT;20;1x12;56;2;ALCLFC8DE251;W007L4ZP;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.08.2024;29.08.2024;08.04.2024;;Betriebsbereit
HA213731;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;10;;JA;HA betriebsbereit;homesConnected;07.05.2023;26.11.2025;08.03.2026;1;W00LWKAD;ALCLFDEE9F0D;Albatrosbau;Albatrosbau;1385;1385;blau (3);gruen;;1;Nokia G-010G-R ONT;35;1x12;118;1;ALCLFDEE9F0D;W00LWKAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.11.2025;26.11.2025;07.05.2023;;Betriebsbereit
HA213995;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;53;;JA;HA betriebsbereit;homesConnected;22.09.2025;10.10.2025;27.11.2025;3;W006C2TC | W006C2VF | W006C2WK;ALCLFDE6DA16 | ALCLFDE6D731 | ALCLFDE6E04A;Albatrosbau;Albatrosbau;862;862;gruen (2);3;Ja;3;Nokia G-010G-R ONT;41;1x12;105;1;ALCLFDE6DA16;W006C2TC;1;ALCLFDE6D731;W006C2VF;1;ALCLFDE6E04A;W006C2WK;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.10.2025;10.10.2025;22.09.2025;;Betriebsbereit
HA213489;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;73;;JA;HA betriebsbereit;homesConnected;06.11.2024;10.10.2025;28.01.2026;2;W00R6A09 | W00R8VZX;ALCLFD881161 | ALCLFD880AD1;Albatrosbau;Albatrosbau;869;869;rot_strich (13);gruen;;2;Nokia G-010G-R ONT;53;1x12;304;3;ALCLFD881161;W00R6A09;3;ALCLFD880AD1;W00R8VZX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.10.2025;10.10.2025;06.11.2024;;Betriebsbereit
HA213816;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;15;;JA;HA betriebsbereit;homesConnected;07.03.2023;27.08.2024;08.03.2026;2;W0055EMN | W0055ENT;ALCLB2962392 | ALCLB2962556;Albatrosbau;Albatrosbau;860;NVt-860;blau (3);rot;;2;Alcatel G-010G-A ONT;24;1x12;111;2;ALCLB2962392;W0055EMN;2;ALCLB2962556;W0055ENT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.08.2024;27.08.2024;07.03.2023;;Betriebsbereit
HA213568;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;45;;JA;HA betriebsbereit;homesConnected;14.09.2023;19.08.2024;09.03.2026;2;;ALCLB29627CF | ALCLB296251F;Albatrosbau;Albatrosbau;862;862;rot (1);rot;;2;Alcatel G-010G-A ONT;23;1x12;65;1;ALCLB29627CF;;1;ALCLB296251F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.08.2024;19.08.2024;14.09.2023;;Betriebsbereit
HA213641;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;11;;JA;HA betriebsbereit;homesConnected;03.04.2024;22.09.2025;25.11.2025;2;W006C1GG | W006C1HL;ALCLFDE6D5DE | ALCLFDE6DC53;Albatrosbau;Albatrosbau;863;863;rot_strich (13);gelb;;2;Nokia G-010G-R ONT;32;1x6;91;1;ALCLFDE6D5DE;W006C1GG;1;ALCLFDE6DC53;W006C1HL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.09.2025;22.09.2025;03.04.2024;;Betriebsbereit
HA213910;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;12;;JA;HA betriebsbereit;homesConnected;29.06.2025;15.10.2025;28.01.2026;1;W00R6CEN;ALCLFDE68C25;Albatrosbau;Albatrosbau;871;871;violett (8);gruen;;1;Nokia G-010G-R ONT;37;1x12;242;2;ALCLFDE68C25;W00R6CEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.10.2025;15.10.2025;29.06.2025;;Betriebsbereit
HA213814;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;13;;JA;HA betriebsbereit;homesConnected;07.03.2023;17.03.2025;09.03.2026;3;W0055EHC | W0055EKF | W0055EKL;ALCLB29626FC | ALCLB296247B | ALCLB2962544;Albatrosbau;Albatrosbau;860;NVt-860;gelb (4);rot;;3;Nokia G-010G-Q ONT;50;1x12;129;4;ALCLB29626FC;W0055EHC;4;ALCLB296247B;W0055EKF;4;ALCLB2962544;W0055EKL;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.03.2025;17.03.2025;07.03.2023;;Betriebsbereit
HA219494;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Sorpedamm;8;;JA;HA gebaut;homesPreparedTemp;15.11.2025;;15.11.2025;;;;Albatrosbau;Albatrosbau;;861;tuerkis (9);gruen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.11.2025;;Gebaut, wartet auf Montage
HA213507;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;4;b;JA;HA betriebsbereit;homesConnected;22.11.2023;07.10.2025;08.03.2026;1;W00R6ATN;ALCLFD880AAD;Albatrosbau;Albatrosbau;871;871;schwarz (10);rot;;1;Alcatel I-010G-U ONT;4;1x12;275;1;ALCLFD880AAD;W00R6ATN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.10.2025;07.10.2025;22.11.2023;;Betriebsbereit
HA213860;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;90;;JA;HA betriebsbereit;homesConnected;07.05.2023;28.07.2024;23.12.2024;1;;ALCLB2962394;Albatrosbau;Albatrosbau;NVt-865;865;grau;rot;;1;Alcatel G-010G-A ONT;3;1x12;59;13/14;ALCLB2962394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.07.2024;28.07.2024;07.05.2023;;Betriebsbereit
HA213429;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;15;a;JA;HA betriebsbereit;homesConnected;15.11.2023;26.10.2025;28.01.2026;1;W00R69Y2;ALCLF841587;Albatrosbau;Albatrosbau;871;871;blau (3);gruen;;1;Nokia G-010G-R ONT;19;1x12;222;1;ALCLF841587;W00R69Y2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.10.2025;26.10.2025;15.11.2023;;Betriebsbereit
HA213918;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Steinweg;4;a;JA;HA betriebsbereit;homesConnected;01.03.2023;28.01.2025;08.03.2026;1;W009T7H5;ALCLB291DBCF;Albatrosbau;Albatrosbau;860;NVt-860;gruen (2);blau;;1;Nokia G-010G-Q ONT;17;1x12;315;1;ALCLB291DBCF;W009T7H5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.01.2025;28.01.2025;01.03.2023;;Betriebsbereit
HA213923;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sträßchen;2;;JA;HA betriebsbereit;homesConnected;16.07.2025;25.02.2026;09.03.2026;2;W00ME3PW | W00ME3RZ;ALCLFDF4448A | ALCLFDF444BF;Albatrosbau;Albatrosbau;860;860;rosa (12);gelb;;2;Nokia G-010G-R ONT;36;1x12;236;3;ALCLFDF4448A;W00ME3PW;3;ALCLFDF444BF;W00ME3RZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2026;25.02.2026;16.07.2025;;Betriebsbereit
HA213796;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Meisenweg;7;;JA;HA betriebsbereit;homesConnected;11.03.2024;08.10.2025;27.02.2026;1;W006C29Y;ALCLFDE6D56A;Albatrosbau;Albatrosbau;870;870;gruen (2);gruen;;1;Nokia G-010G-R ONT;22;1x12;131;1;ALCLFDE6D56A;W006C29Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.10.2025;08.10.2025;11.03.2024;;Betriebsbereit
HA214083;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Steinbusch;17;;JA;Homes Prepared NE4;homesPreparedNE4;07.05.2023;26.08.2024;01.12.2025;3;W0055EAR | W0055ECW | W0055EDZ;ALCLB291DD2F | ALCLB2962470 | ALCLB291DCA6;Albatrosbau;Albatrosbau;860;860;grau (6);gruen;Ja;3;Alcatel G-010G-A ONT;49;1x12;192;4;ALCLB291DD2F;W0055EAR;4;ALCLB2962470;W0055ECW;4;ALCLB291DCA6;W0055EDZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.08.2024;26.08.2024;07.05.2023;;Montiert, nicht in Betrieb
HA337267;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sorpestraße;45;;JA;HA betriebsbereit;homesConnected;08.04.2024;11.09.2024;08.03.2026;2;W007L5GD | W007L5HG;ALCLFC8DE2B9 | ALCLFC8DEA37;Albatrosbau;Albatrosbau;890;890;weiß (5);gruen;;2;Nokia G-010G-Q ONT;18;1x12;80;2;ALCLFC8DE2B9;W007L5GD;2;ALCLFC8DEA37;W007L5HG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2024;11.09.2024;08.04.2024;;Betriebsbereit
HA213540;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;6;a;JA;HA betriebsbereit;homesConnected;31.01.2024;25.09.2025;25.11.2025;1;W006C112;ALCLFDE6E0ED;Albatrosbau;Albatrosbau;863;863;violett (8);blau;;1;Nokia G-010G-R ONT;11;1x6;232;1;ALCLFDE6E0ED;W006C112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.09.2025;25.09.2025;31.01.2024;;Betriebsbereit
HA214003;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;4;;JA;HA betriebsbereit;homesConnected;22.05.2025;15.07.2025;16.07.2025;3;W006MCVL | W006MCWP | W006MCXV;ALCLFD8808D1 | ALCLFD88093D | ALCLFD880817;Albatrosbau;Albatrosbau;866;866;rot (1);;Ja;3;Nokia G-010G-R ONT;62;1x6;104;1;ALCLFD8808D1;W006MCVL;1;ALCLFD88093D;W006MCWP;1;ALCLFD880817;W006MCXV;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.07.2025;15.07.2025;22.05.2025;;Betriebsbereit
HA213589;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Goldammerweg;9;;JA;HA betriebsbereit;homesConnected;08.04.2024;11.02.2025;28.01.2026;1;W009T7PN;ALCLB29624BF;Albatrosbau;Albatrosbau;870;870;orange (11);gelb;;1;Nokia G-010G-Q ONT;65;1x12;390;5;ALCLB29624BF;W009T7PN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02.2025;11.02.2025;08.04.2024;;Betriebsbereit
HA302250;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;61;;JA;HA betriebsbereit;homesConnected;30.06.2025;21.01.2026;08.03.2026;1;W00MZKNT;ALCLFDF44357;Albatrosbau;Albatrosbau;873;873;violett (8);rot;;1;Nokia G-010G-R ONT;7;1x12;540;7;ALCLFDF44357;W00MZKNT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.01.2026;21.01.2026;30.06.2025;;Betriebsbereit
HA213695;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;19;a;JA;HA betriebsbereit;homesConnected;04.04.2024;18.02.2025;25.11.2025;1;W009T84Z;ALCLB2962568;Albatrosbau;Albatrosbau;864;864;grau (6);rot;;1;Nokia G-010G-Q ONT;3;1x12;110;;ALCLB2962568;W009T84Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.02.2025;18.02.2025;04.04.2024;;Betriebsbereit
HA213443;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;28;;JA;HA betriebsbereit;homesConnected;05.08.2025;09.10.2025;08.03.2026;1;W00R8VMZ;ALCFD880F55;Albatrosbau;Albatrosbau;869;869;gelb_strich (16);rot;;1;Nokia G-010G-R ONT;17;1x12;91;1;ALCFD880F55;W00R8VMZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;05.08.2025;;Betriebsbereit
HA213905;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;5;;JA;HA betriebsbereit;homesConnected;28.09.2025;15.10.2025;09.03.2026;2;W00R6CFT | W00R6CGX;ALCLFDE6D9E3 | ALCLFDE68CF5;Albatrosbau;Albatrosbau;871;871;grau (6);gruen;;2;Nokia G-010G-R ONT;38;1x12;258;2;ALCLFDE6D9E3;W00R6CFT;2;ALCLFDE68CF5;W00R6CGX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.10.2025;15.10.2025;28.09.2025;;Betriebsbereit
HA213533;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Echterfeldweg;30;;JA;HA betriebsbereit;homesConnected;12.07.2023;04.11.2025;08.03.2026;1;W00LWHH0;ALCLFD84155A;Albatrosbau;Albatrosbau;1385;1385;gelb_strich (16);rot;;1;Nokia G-010G-R ONT;45;1x12;323;2;ALCLFD84155A;W00LWHH0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11.2025;04.11.2025;12.07.2023;;Betriebsbereit
HA213406;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;27;;JA;HA betriebsbereit;homesConnected;18.09.2024;03.03.2026;09.03.2026;1;W00LWMCK;ALCLFDF444EE;Albatrosbau;Albatrosbau;872;872;rot (1);gruen;;1;Nokia G-010G-R ONT;20;1x12;43;1;ALCLFDF444EE;W00LWMCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03.03.2026;03.03.2026;18.09.2024;;Betriebsbereit
HA213528;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Echterfeldweg;3;;JA;HA betriebsbereit;homesConnected;20.08.2025;04.11.2025;08.03.2026;1;W00LWHK3;ALCLFD84316E;Albatrosbau;Albatrosbau;1385;1385;violett (8);rot;;1;Nokia G-010G-R ONT;42;1x12;148;1;ALCLFD84316E;W00LWHK3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11.2025;04.11.2025;20.08.2025;;Betriebsbereit
HA213880;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;4;;NEIN;Baufreigabe storniert;homesPassed;;;30.07.2026;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA302257;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;85;;JA;HA betriebsbereit;homesConnected;02.07.2025;02.12.2025;09.03.2026;1;W00LWKNE;ALCLFDF4444B;Albatrosbau;Albatrosbau;873;873;gruen_strich (14);blau;;1;Nokia G-010G-R ONT;20;1x12;66;1;ALCLFDF4444B;W00LWKNE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.12.2025;02.12.2025;02.07.2025;;Betriebsbereit
HA1372923;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In der Schlaa;1;;JA;HA betriebsbereit;homesConnected;09.10.2024;01.12.2025;08.03.2026;1;W00R65KX;ALCLB291E024;Albatrosbau;Albatrosbau;860;860;gruen_strich (14);gruen;;1;Alcatel G-010G-A ONT;60;1x12;285;5;ALCLB291E024;W00R65KX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.12.2025;01.12.2025;09.10.2024;;Betriebsbereit
HA213992;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;3;;JA;Homes Prepared NE4;homesPreparedNE4;14.10.2025;19.11.2025;14.03.2026;8;W00R643D | W00R644G | W00R645L | W00R646P | W00R647V | W00R648Y | W00R6491 | W00R64A4;;Albatrosbau;Albatrosbau;863;863;gelb (4);blau;Ja;8;;50;1x12;250;5;;W00R643D;5;;W00R644G;5;;W00R645L;5;;W00R646P;5;;W00R647V;5;;W00R648Y;5;;W00R6491;5;;W00R64A4;;;;;;;;;;;;;19.11.2025;25.11.2025;14.10.2025;;Montiert, nicht in Betrieb
HA214056;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Nachtigallenhain;2;;JA;HA betriebsbereit;homesConnected;25.06.2025;12.10.2025;28.01.2026;2;W006C2HM | W006C2YT;ALCLFD88065D | ALCLFD88096B;Albatrosbau;Albatrosbau;870;870;blau_strich (15);blau;;2;Nokia G-010G-R ONT;49;1x12;64;3;ALCLFD88065D;W006C2HM;3;ALCLFD88096B;W006C2YT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.10.2025;12.10.2025;25.06.2025;;Betriebsbereit
HA213411;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;37;;JA;HA betriebsbereit;homesConnected;13.07.2025;22.01.2026;08.03.2026;1;W00MZKPX;ALCLFD841757;Albatrosbau;Albatrosbau;872;872;weiß (5);rot;;1;Nokia G-010G-R ONT;4;1x12;153;1;ALCLFD841757;W00MZKPX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.01.2026;22.01.2026;13.07.2025;;Betriebsbereit
HA213425;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;7;;JA;HA betriebsbereit;homesConnected;20.08.2025;16.10.2025;28.01.2026;1;W00R6CVV;ALCLFDE6DC49;Albatrosbau;Albatrosbau;871;871;gelb (4);rot;;1;Nokia G-010G-R ONT;8;1x12;76;1;ALCLFDE6DC49;W00R6CVV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.10.2025;16.10.2025;20.08.2025;;Betriebsbereit
HA219487;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;10;;JA;HA betriebsbereit;homesConnected;01.10.2025;01.12.2025;09.03.2026;1;W006C7XW;ALCLFDAFCD50;Albatrosbau;Albatrosbau;867;867;grau (6);blau;;1;Nokia XS-010X-R ONT;06;1x12;338;1;ALCLFDAFCD50;W006C7XW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;01.12.2025;01.12.2025;01.10.2025;;Betriebsbereit
HA214020;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;32;b;JA;Homes Prepared NE4;homesPreparedNE4;05.06.2025;26.02.2026;14.03.2026;4;;;Albatrosbau;Albatrosbau;868;868;gruen (2);rot;Ja;4;;49;1x12;305;4;;;4;;;4;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;26.02.2026;26.02.2026;05.06.2025;;Montiert, nicht in Betrieb
HA213437;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;22;;JA;HA gebaut;homesPrepared;28.10.2024;;14.03.2026;;;;Albatrosbau;Albatrosbau;;869;grau_strich (18);gelb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.10.2024;;Gebaut, wartet auf Montage
HA213847;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;66;a;JA;HA betriebsbereit;homesConnected;12.06.2025;15.07.2025;16.07.2025;1;W006MCTG;ALCLFD880838;Albatrosbau;Albatrosbau;866;866;braun (7);;;1;Nokia G-010G-R ONT;7;1x6;119;1;ALCLFD880838;W006MCTG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.07.2025;15.07.2025;12.06.2025;;Betriebsbereit
HA213965;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;6;;JA;HA betriebsbereit;homesConnected;14.10.2024;;15.04.2026;;;;Albatrosbau;Albatrosbau;;861;blau_strich (15);gelb;Ja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.10.2024;;Betriebsbereit
HA302330;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;44;;JA;HA betriebsbereit;homesConnected;03.04.2023;20.08.2024;31.10.2024;1;W0055DRZ;ALCLB2962393;Albatrosbau;Albatrosbau;866;NVt-866;weiß;gelb;;1;Alcatel G-010G-A ONT;25;1x12;239;13/14;ALCLB2962393;W0055DRZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.08.2024;20.08.2024;03.04.2023;;Betriebsbereit
HA214022;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;6;;JA;Homes Prepared NE4;homesPreparedNE4;07.05.2023;06.02.2026;14.03.2026;3;W00LWLCH | W00LWLDM | W00LWLER;;Albatrosbau;Albatrosbau;1385;1385;gelb (4);gruen;Ja;3;;33;1x12;48;1;;W00LWLCH;1;;W00LWLDM;1;;W00LWLER;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.02.2026;06.02.2026;07.05.2023;NE4;Montiert, nicht in Betrieb
HA213844;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;62;;JA;HA betriebsbereit;homesConnected;03.03.2023;14.12.2023;22.05.2024;2;W00550Z5 | W0055109;ALCLB291DBBF | ALCLB291DC49;Albatrosbau;Albatrosbau;866;NVt-866;gelb;rot;;2;Alcatel G-010G-A ONT;31;1x12;61;15/16;ALCLB291DBBF;W00550Z5;15/16;ALCLB291DC49;W0055109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.12.2023;14.12.2023;03.03.2023;Ok;Betriebsbereit
HA214012;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;9;;JA;Homes Prepared NE4;homesPreparedNE4;09.07.2025;20.02.2026;14.03.2026;4;W00ME3E1 | W00ME3F4 | W00ME3G7 | W00ME3HA;;Albatrosbau;Albatrosbau;864;864;rot_strich (13);rot;Ja;4;;67;1x12;190;4;;W00ME3E1;4;;W00ME3F4;4;;W00ME3G7;4;;W00ME3HA;;;;;;;;;;;;;;;;;;;;;;;;;20.02.2026;20.02.2026;09.07.2025;NE4;Montiert, nicht in Betrieb
