Zusammenfassung
Ort;Ohne Baufreigabe;Noch zu bauen;Noch zu montieren;In Betrieb zu nehmen
Sundern;384;0;8;39

Datensätze (Ortsfilter)
CS-ID;Projektkenner;PLZ;Ort;Ortsteil;Straße;Hausnummer;Zusatz;Baufreigabe;HA-Status;Betriebsstatus;HA gebaut am (CL);ONT gebaut am / Montage (AC);Verfügbar ab (AT);Wohneinheiten;Home-IDs;ONT-Seriennummern;Tiefbau;Montagefirma;NVT-Nr;NVT-Nr (gebaut);Rohrfarbe;Strangfarbe;NE4;wohneinheiten_anzahl_montage;ont_typ_we_1;rasternummer_ha_kasette;apl_kabeltyp;kabellaenge_ha_nvt;splitternummer_mux_we_1;barcode_ont_we_1;home_id_ont_we_1;splitternummer_mux_we_2;barcode_ont_we_2;home_id_ont_we_2;splitternummer_mux_we_3;barcode_ont_we_3;home_id_ont_we_3;splitternummer_mux_we_4;barcode_ont_we_4;home_id_ont_we_4;splitternummer_mux_we_5;barcode_ont_we_5;home_id_ont_we_5;splitternummer_mux_we_6;barcode_ont_we_6;home_id_ont_we_6;splitternummer_mux_we_7;barcode_ont_we_7;home_id_ont_we_7;splitternummer_mux_we_8;barcode_ont_we_8;home_id_ont_we_8;splitternummer_mux_we_9;barcode_ont_we_9;home_id_ont_we_9;splitternummer_mux_we_10;barcode_ont_we_10;home_id_ont_we_10;splitternummer_mux_we_11;barcode_ont_we_11;home_id_ont_we_11;splitternummer_mux_we_12;barcode_ont_we_12;home_id_ont_we_12;ONT Datum;APL Datum;ha_gebaut;bemerkungsfeld_des_ont;Offene Stufe
HA213647;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;16;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213654;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;26;b;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213380;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Golfplatz;8;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213839;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;51;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213876;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;123;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213506;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;4;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213611;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;6;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213693;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;18;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213625;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;22;b;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213436;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;21;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213527;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Echterfeldweg;1;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213837;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;47;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213960;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Kurplatz;1;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213374;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Fischteich;26;;NEIN;;notPlanned;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213373;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Fischteich;24;;NEIN;;notPlanned;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213866;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;103;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213519;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;16;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213826;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;33;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213636;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;30;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213703;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;21;c;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213555;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;30;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213458;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;j;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213453;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;e;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213646;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;16;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213467;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;36;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213932;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;14;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213560;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;34;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213786;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Lindenstraße;12;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213842;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;58;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213886;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;10;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213620;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;17;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213669;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;37;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213944;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Steinbusch;10;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213524;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;22;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213557;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;30;c;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213997;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;32;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213464;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;p;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213904;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;4;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213531;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Echterfeldweg;9;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213626;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;22;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213906;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;6;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213461;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;m;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213671;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;37;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213659;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;30;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213494;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;93;b;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213817;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;16;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213715;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;35;c;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213455;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;g;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213657;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;28;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213623;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;21;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213549;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;20;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213776;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;79;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213414;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Amselweg;1;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213841;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;56;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213714;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;35;b;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA219488;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;4;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214058;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Nachtigallenhain;14;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213688;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;16;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA261363;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;93;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213514;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;11;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213797;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Meisenweg;8;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213493;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;93;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214030;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;26;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213914;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;22;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213393;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Kurplatz;23;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213756;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;39;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213448;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;14;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213912;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schwalbenweg;18;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214028;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;28;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213772;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;64;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213401;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;17;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213505;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;3;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213957;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Golfplatz;9;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213466;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;32;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213469;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;36;c;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214037;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;68;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213981;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;24;c;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213972;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;30;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214038;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;68;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213938;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Sorpedamm;5;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213882;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;6;a;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213487;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;68;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
